lsoa_code,borough,major_category,minor_category,value,year,month
E01004128,Sutton,Violence Against the Person,Other violence,0,2010,7
E01003756,Redbridge,Other Notifiable Offences,Going Equipped,0,2009,11
E01004465,Waltham Forest,Other Notifiable Offences,Going Equipped,0,2014,10
E01002380,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,1
E01001322,Ealing,Theft and Handling,Handling Stolen Goods,0,2012,5
E01032579,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,10
E01003483,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2008,9
E01003958,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2011,7
E01000716,Bromley,Criminal Damage,Other Criminal Damage,0,2009,4
E01001012,Croydon,Violence Against the Person,Other violence,0,2009,5
E01000388,Bexley,Other Notifiable Offences,Other Notifiable,0,2008,8
E01002713,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,4
E01000181,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2010,11
E01002022,Haringey,Theft and Handling,Theft From Motor Vehicle,2,2012,3
E01004241,Tower Hamlets,Drugs,Possession Of Drugs,0,2016,4
E01001931,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,0,2014,12
E01003129,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,11
E01001859,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2014,2
E01000843,Camden,Violence Against the Person,Common Assault,0,2016,11
E01004361,Waltham Forest,Violence Against the Person,Other violence,0,2016,1
E01004620,Wandsworth,Criminal Damage,Other Criminal Damage,1,2014,3
E01002109,Harrow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,12
E01002963,Kingston upon Thames,Robbery,Personal Property,0,2015,10
E01004723,Westminster,Violence Against the Person,Offensive Weapon,0,2014,12
E01004439,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2016,9
E01000358,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,10
E01003895,Richmond upon Thames,Burglary,Burglary in Other Buildings,1,2008,8
E01004379,Waltham Forest,Theft and Handling,Theft From Shops,0,2009,2
E01000127,Barnet,Criminal Damage,Criminal Damage To Dwelling,0,2016,7
E01002780,Islington,Drugs,Possession Of Drugs,1,2011,8
E01002584,Hounslow,Theft and Handling,Other Theft,0,2009,7
E01000459,Bexley,Robbery,Personal Property,0,2008,11
E01001251,Ealing,Theft and Handling,Theft From Motor Vehicle,6,2010,4
E01001187,Croydon,Robbery,Business Property,0,2015,9
E01004127,Sutton,Violence Against the Person,Other violence,0,2015,1
E01003986,Southwark,Burglary,Burglary in a Dwelling,1,2011,12
E01003471,Merton,Burglary,Burglary in Other Buildings,0,2012,9
E01001463,Enfield,Violence Against the Person,Other violence,0,2015,12
E01004449,Waltham Forest,Drugs,Other Drugs,0,2012,3
E01001879,Hammersmith and Fulham,Drugs,Possession Of Drugs,3,2008,5
E01001245,Ealing,Violence Against the Person,Other violence,2,2013,3
E01003247,Lewisham,Violence Against the Person,Assault with Injury,0,2016,5
E01003461,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2011,3
E01001062,Croydon,Drugs,Possession Of Drugs,0,2011,9
E01033698,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2010,6
E01000507,Brent,Robbery,Personal Property,1,2013,11
E01003227,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,5
E01003035,Lambeth,Burglary,Burglary in a Dwelling,0,2008,1
E01002473,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2015,3
E01000362,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,1,2009,9
E01001624,Greenwich,Theft and Handling,Theft From Motor Vehicle,0,2008,4
E01004751,Westminster,Robbery,Business Property,0,2011,10
E01000087,Barking and Dagenham,Theft and Handling,Other Theft,1,2010,11
E01002579,Hounslow,Theft and Handling,Handling Stolen Goods,0,2014,9
E01001834,Hackney,Violence Against the Person,Offensive Weapon,0,2016,5
E01003178,Lambeth,Drugs,Drug Trafficking,0,2013,4
E01000058,Barking and Dagenham,Robbery,Personal Property,1,2008,12
E01000781,Bromley,Drugs,Possession Of Drugs,0,2014,2
E01000596,Brent,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,5
E01003867,Richmond upon Thames,Theft and Handling,Handling Stolen Goods,0,2014,9
E01004106,Sutton,Theft and Handling,Theft From Shops,0,2012,1
E01001692,Greenwich,Violence Against the Person,Wounding/GBH,0,2010,11
E01001835,Hackney,Theft and Handling,Theft From Motor Vehicle,0,2009,3
E01000107,Barking and Dagenham,Violence Against the Person,Harassment,1,2010,9
E01001291,Ealing,Burglary,Burglary in Other Buildings,0,2010,12
E01004617,Wandsworth,Theft and Handling,Other Theft,11,2014,1
E01000245,Barnet,Theft and Handling,Handling Stolen Goods,0,2009,7
E01003938,Southwark,Violence Against the Person,Assault with Injury,0,2015,10
E01002422,Hillingdon,Violence Against the Person,Common Assault,1,2010,4
E01001209,Ealing,Burglary,Burglary in Other Buildings,2,2013,3
E01003263,Lewisham,Burglary,Burglary in Other Buildings,0,2016,12
E01001548,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,3
E01003050,Lambeth,Drugs,Possession Of Drugs,2,2011,4
E01003085,Lambeth,Violence Against the Person,Offensive Weapon,0,2010,7
E01004158,Sutton,Theft and Handling,Theft From Motor Vehicle,0,2011,5
E01003974,Southwark,Violence Against the Person,Assault with Injury,0,2016,8
E01003909,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,1,2010,9
E01004460,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,12
E01000290,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,12
E01003791,Redbridge,Drugs,Possession Of Drugs,1,2013,12
E01002410,Hillingdon,Fraud or Forgery,Counted per Victim,0,2016,10
E01002873,Kensington and Chelsea,Theft and Handling,Other Theft,0,2010,5
E01002807,Islington,Violence Against the Person,Other violence,0,2010,12
E01003782,Redbridge,Violence Against the Person,Offensive Weapon,0,2010,12
E01001915,Hammersmith and Fulham,Criminal Damage,Other Criminal Damage,0,2011,10
E01001324,Ealing,Theft and Handling,Theft From Motor Vehicle,1,2010,3
E01000801,Bromley,Fraud or Forgery,Other Fraud & Forgery,0,2011,11
E01002686,Hounslow,Drugs,Drug Trafficking,1,2012,10
E01001516,Enfield,Theft and Handling,Handling Stolen Goods,0,2014,9
E01003264,Lewisham,Criminal Damage,Criminal Damage To Dwelling,0,2008,2
E01002902,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,1,2013,9
E01032781,Tower Hamlets,Drugs,Possession Of Drugs,0,2008,12
E01004192,Sutton,Criminal Damage,Other Criminal Damage,1,2016,8
E01000223,Barnet,Theft and Handling,Theft From Shops,1,2016,2
E01003862,Richmond upon Thames,Violence Against the Person,Harassment,0,2013,12
E01000240,Barnet,Theft and Handling,Theft From Shops,0,2014,1
E01003291,Lewisham,Robbery,Business Property,0,2008,5
E01002758,Islington,Other Notifiable Offences,Other Notifiable,0,2011,9
E01003818,Richmond upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,1
E01000342,Bexley,Violence Against the Person,Other violence,0,2012,8
E01001312,Ealing,Criminal Damage,Other Criminal Damage,0,2013,6
E01004024,Southwark,Burglary,Burglary in a Dwelling,1,2009,3
E01000272,Barnet,Violence Against the Person,Common Assault,0,2012,9
E01004033,Southwark,Other Notifiable Offences,Other Notifiable,1,2013,1
E01002473,Hillingdon,Drugs,Drug Trafficking,0,2009,1
E01003330,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,11
E01004510,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,9
E01003855,Richmond upon Thames,Violence Against the Person,Common Assault,2,2010,1
E01033081,Hounslow,Violence Against the Person,Wounding/GBH,0,2016,10
E01004004,Southwark,Theft and Handling,Other Theft Person,0,2016,11
E01002017,Haringey,Theft and Handling,Theft From Motor Vehicle,3,2016,1
E01001650,Greenwich,Violence Against the Person,Other violence,0,2012,10
E01001865,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,0,2012,10
E01001772,Hackney,Violence Against the Person,Offensive Weapon,0,2008,4
E01000173,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2012,3
E01001951,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,0,2015,9
E01004632,Wandsworth,Violence Against the Person,Assault with Injury,0,2014,9
E01002096,Haringey,Violence Against the Person,Wounding/GBH,0,2012,9
E01033575,Newham,Violence Against the Person,Assault with Injury,0,2016,8
E01003435,Merton,Theft and Handling,Other Theft Person,0,2016,6
E01001223,Ealing,Violence Against the Person,Other violence,0,2016,3
E01000740,Bromley,Drugs,Other Drugs,0,2010,8
E01003298,Lewisham,Theft and Handling,Theft From Motor Vehicle,1,2009,11
E01004440,Waltham Forest,Drugs,Possession Of Drugs,0,2010,10
E01002612,Hounslow,Theft and Handling,Other Theft Person,1,2008,9
E01004569,Wandsworth,Violence Against the Person,Common Assault,1,2009,6
E01003887,Richmond upon Thames,Theft and Handling,Other Theft,2,2014,4
E01000593,Brent,Robbery,Personal Property,0,2008,4
E01003183,Lambeth,Robbery,Personal Property,5,2011,11
E01000200,Barnet,Violence Against the Person,Assault with Injury,0,2008,3
E01003695,Redbridge,Drugs,Drug Trafficking,0,2009,10
E01000196,Barnet,Violence Against the Person,Common Assault,3,2010,5
E01000912,Camden,Robbery,Personal Property,0,2015,11
E01002582,Hounslow,Theft and Handling,Handling Stolen Goods,0,2013,7
E01002709,Islington,Violence Against the Person,Wounding/GBH,0,2009,6
E01002945,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,1,2012,5
E01001260,Ealing,Theft and Handling,Theft From Shops,0,2011,12
E01002950,Kingston upon Thames,Theft and Handling,Theft From Shops,0,2012,10
E01000964,Camden,Robbery,Business Property,0,2015,6
E01000505,Brent,Criminal Damage,Other Criminal Damage,0,2011,10
E01002683,Hounslow,Violence Against the Person,Harassment,0,2008,10
E01002764,Islington,Violence Against the Person,Assault with Injury,1,2009,9
E01000143,Barnet,Violence Against the Person,Assault with Injury,0,2013,5
E01004602,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2013,7
E01002287,Havering,Other Notifiable Offences,Other Notifiable,0,2008,10
E01003323,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2008,9
E01002830,Kensington and Chelsea,Theft and Handling,Other Theft Person,5,2016,12
E01003845,Richmond upon Thames,Violence Against the Person,Offensive Weapon,0,2009,11
E01003587,Newham,Violence Against the Person,Other violence,0,2010,6
E01000827,Bromley,Burglary,Burglary in a Dwelling,0,2013,12
E01003927,Southwark,Violence Against the Person,Other violence,0,2015,10
E01004069,Southwark,Theft and Handling,Theft From Shops,0,2014,4
E01002186,Harrow,Theft and Handling,Other Theft,0,2008,4
E01003471,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,5
E01002311,Havering,Theft and Handling,Handling Stolen Goods,0,2015,12
E01000099,Barking and Dagenham,Robbery,Business Property,0,2009,12
E01003051,Lambeth,Drugs,Other Drugs,0,2011,10
E01001320,Ealing,Violence Against the Person,Common Assault,5,2014,8
E01001366,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,6
E01033151,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2014,9
E01003479,Newham,Violence Against the Person,Wounding/GBH,0,2009,11
E01000666,Bromley,Robbery,Business Property,0,2010,4
E01004597,Wandsworth,Robbery,Personal Property,0,2012,2
E01002837,Kensington and Chelsea,Theft and Handling,Other Theft,1,2014,8
E01000775,Bromley,Theft and Handling,Other Theft Person,0,2009,11
E01000073,Barking and Dagenham,Violence Against the Person,Common Assault,0,2010,2
E01002759,Islington,Criminal Damage,Other Criminal Damage,0,2011,7
E01003771,Redbridge,Burglary,Burglary in a Dwelling,4,2012,1
E01000681,Bromley,Violence Against the Person,Common Assault,0,2011,8
E01002074,Haringey,Drugs,Drug Trafficking,0,2014,1
E01004291,Tower Hamlets,Violence Against the Person,Common Assault,0,2015,9
E01002218,Harrow,Theft and Handling,Other Theft Person,0,2009,3
E01003657,Redbridge,Criminal Damage,Other Criminal Damage,0,2014,7
E01000240,Barnet,Other Notifiable Offences,Other Notifiable,0,2010,10
E01002668,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,3
E01003293,Lewisham,Fraud or Forgery,Other Fraud & Forgery,0,2012,5
E01001211,Ealing,Violence Against the Person,Wounding/GBH,0,2008,8
E01032583,Southwark,Violence Against the Person,Wounding/GBH,0,2008,5
E01002864,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,1,2013,4
E01001710,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,6
E01001196,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,12
E01002283,Havering,Theft and Handling,Other Theft Person,0,2010,5
E01003146,Lambeth,Drugs,Drug Trafficking,0,2013,9
E01000369,Bexley,Drugs,Possession Of Drugs,0,2014,1
E01001155,Croydon,Violence Against the Person,Other violence,1,2009,3
E01004186,Sutton,Theft and Handling,Handling Stolen Goods,0,2011,9
E01002160,Harrow,Violence Against the Person,Common Assault,2,2015,12
E01000834,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,4
E01001391,Enfield,Burglary,Burglary in a Dwelling,4,2009,12
E01004469,Waltham Forest,Theft and Handling,Theft From Motor Vehicle,0,2008,11
E01003185,Lambeth,Robbery,Personal Property,0,2009,7
E01002439,Hillingdon,Drugs,Drug Trafficking,0,2013,11
E01033743,Greenwich,Violence Against the Person,Assault with Injury,0,2008,11
E01001017,Croydon,Criminal Damage,Other Criminal Damage,0,2008,4
E01003966,Southwark,Drugs,Drug Trafficking,0,2008,7
E01003623,Newham,Criminal Damage,Criminal Damage To Other Building,1,2014,9
E01002458,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2015,6
E01003502,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,11
E01002889,Kensington and Chelsea,Drugs,Drug Trafficking,0,2011,1
E01033704,Hackney,Theft and Handling,Other Theft,10,2012,12
E01003861,Richmond upon Thames,Robbery,Business Property,0,2010,5
E01000785,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2015,5
E01001807,Hackney,Criminal Damage,Criminal Damage To Dwelling,0,2008,9
E01001345,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,3
E01002281,Havering,Other Notifiable Offences,Other Notifiable,1,2008,11
E01004397,Waltham Forest,Burglary,Burglary in Other Buildings,3,2012,3
E01002722,Islington,Violence Against the Person,Common Assault,1,2015,2
E01001391,Enfield,Burglary,Burglary in Other Buildings,0,2016,3
E01002556,Hounslow,Burglary,Burglary in a Dwelling,0,2008,12
E01002732,Islington,Theft and Handling,Other Theft Person,1,2012,3
E01001294,Ealing,Drugs,Drug Trafficking,0,2012,9
E01000534,Brent,Theft and Handling,Other Theft Person,0,2013,4
E01001997,Haringey,Robbery,Personal Property,0,2015,5
E01001091,Croydon,Robbery,Business Property,0,2014,4
E01001138,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2014,6
E01001112,Croydon,Robbery,Business Property,0,2008,6
E01000296,Barnet,Violence Against the Person,Wounding/GBH,0,2013,7
E01002627,Hounslow,Drugs,Drug Trafficking,0,2010,1
E01001921,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2013,12
E01004533,Wandsworth,Drugs,Drug Trafficking,0,2009,7
E01032834,Southwark,Drugs,Possession Of Drugs,0,2008,10
E01003200,Lewisham,Violence Against the Person,Murder,0,2009,4
E01001924,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2008,6
E01001043,Croydon,Drugs,Drug Trafficking,0,2013,3
E01003548,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,7
E01002460,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,6
E01004645,Wandsworth,Violence Against the Person,Offensive Weapon,0,2011,9
E01002425,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2010,1
E01000172,Barnet,Theft and Handling,Other Theft Person,1,2009,7
E01003849,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2011,1
E01000271,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,8
E01033738,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,7
E01002456,Hillingdon,Robbery,Personal Property,0,2016,5
E01004005,Southwark,Burglary,Burglary in a Dwelling,2,2008,11
E01004034,Southwark,Violence Against the Person,Wounding/GBH,0,2010,12
E01000725,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,10
E01000328,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01001883,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,4,2011,12
E01001915,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,0,2009,2
E01033734,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,6
E01000294,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,5
E01003576,Newham,Drugs,Possession Of Drugs,6,2009,3
E01002955,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,12
E01000157,Barnet,Criminal Damage,Other Criminal Damage,0,2010,6
E01002498,Hillingdon,Violence Against the Person,Assault with Injury,0,2011,5
E01000056,Barking and Dagenham,Drugs,Possession Of Drugs,0,2014,9
E01002260,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,10
E01004725,Westminster,Drugs,Drug Trafficking,0,2012,6
E01000974,Camden,Robbery,Personal Property,1,2011,6
E01000927,Camden,Criminal Damage,Criminal Damage To Dwelling,1,2016,3
E01001505,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,1,2012,3
E01001992,Haringey,Theft and Handling,Other Theft Person,0,2014,12
E01001042,Croydon,Drugs,Possession Of Drugs,6,2008,10
E01001296,Ealing,Violence Against the Person,Common Assault,1,2011,11
E01000361,Bexley,Violence Against the Person,Harassment,0,2011,12
E01003267,Lewisham,Violence Against the Person,Harassment,2,2010,5
E01004263,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,1,2014,1
E01001032,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,5
E01001056,Croydon,Theft and Handling,Other Theft Person,1,2012,11
E01000657,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,4
